search URL:,https://patents.google.com/?assignee=Amazon+Technologies%252c+Inc.&before=priority:20200101&after=priority:20120101&type=PATENT&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2020081867-A1,Independent evictions from datastore accelerator fleet nodes ,"Amazon Technologies, Inc.","Kiran Kumar Muniswamy Reddy, Anand Sasidharan, Omer Ahmed Zaki, Brian O'Neill",2016-03-30,2019-11-15,2020-03-12,,https://patents.google.com/patent/US20200081867A1/en,https://patentimages.storage.googleapis.com/b8/56/6e/52e9122100d413/US20200081867A1-20200312-D00000.png
US-11018874-B2,Digital signature verification for asynchronous responses ,"Amazon Technologies, Inc.","Arjun Dasarakothapalli, Morgan Akers, David Alan Blunt, Darin Keith McAdams",2016-12-13,2019-07-29,2021-05-25,2021-05-25,https://patents.google.com/patent/US11018874B2/en,https://patentimages.storage.googleapis.com/d7/79/20/103297564bcf95/US11018874-20210525-D00000.png
US-10893107-B1,Techniques for managing processing resources ,"Amazon Technologies, Inc.","Francesco Giuseppe Callari, Jean-Guillaume Dominique Durand, Pradeep Krishna Krishna Yarlagadda, Tatiana Glozman",2019-07-25,2019-07-25,2021-01-12,2021-01-12,https://patents.google.com/patent/US10893107B1/en,https://patentimages.storage.googleapis.com/fd/01/14/16f4ef1055d8b5/US10893107-20210112-D00000.png
US-10854186-B1,Processing audio data received from local devices ,"Amazon Technologies, Inc.","Sanjay Devireddy, Kenneth Edward Cecka, Adam Stevens, Sebastian Pierce-Durance, Naveen Kumar Devaraj, Po-Chen Paul Yang, Federico Dan Rozenberg, Pete Baldridge, Pranov Rai, Todd Greenwalt, Yusuf Goren, Rajiv Jain",2019-07-22,2019-07-22,2020-12-01,2020-12-01,https://patents.google.com/patent/US10854186B1/en,https://patentimages.storage.googleapis.com/6f/2a/e9/81182e6efebb2a/US10854186-20201201-D00000.png
US-9886948-B1,Neural network processing of multiple feature streams using max pooling and restricted connectivity ,"Amazon Technologies, Inc.","Sri Venkata Surya Siva Rama Krishna Garimella, Bjorn Hoffmeister",2015-01-05,2015-01-05,2018-02-06,2018-02-06,https://patents.google.com/patent/US9886948B1/en,https://patentimages.storage.googleapis.com/a3/24/3f/6151b1f1460f1b/US09886948-20180206-D00000.png
US-10218668-B1,Detection and modification of obsolete messages ,"Amazon Technologies, Inc.",Samuel Benjamin Karp,2013-01-18,2013-01-18,2019-02-26,2019-02-26,https://patents.google.com/patent/US10218668B1/en,https://patentimages.storage.googleapis.com/75/42/30/de95307415ced4/US10218668-20190226-D00000.png
US-9832249-B2,Systems and methods for streaming media content ,"Amazon Technologies, Inc.",Daniel W. Hitchcock,2012-03-13,2015-01-02,2017-11-28,2017-11-28,https://patents.google.com/patent/US9832249B2/en,https://patentimages.storage.googleapis.com/b1/37/25/79a60be4b9215e/US09832249-20171128-D00000.png
US-11132401-B1,Distributed hash table based logging service ,"Amazon Technologies, Inc.",Andrew Ross Evenson,2015-06-12,2019-07-16,2021-09-28,2021-09-28,https://patents.google.com/patent/US11132401B1/en,https://patentimages.storage.googleapis.com/ea/00/79/e2a0c9327b0e46/US11132401-20210928-D00000.png
US-10666903-B1,Combining encoded video streams ,"Amazon Technologies, Inc.","Yongjun Wu, Charles Benjamin Franklin Waggoner, Patrik Schnell",2018-01-16,2019-07-15,2020-05-26,2020-05-26,https://patents.google.com/patent/US10666903B1/en,https://patentimages.storage.googleapis.com/19/bd/cf/44a1ff84bb22de/US10666903-20200526-D00000.png
US-2020074119-A1,Mechanism to protect a distributed replicated state machine ,"Amazon Technologies, Inc.",Jasmeet Chhabra,2017-09-18,2019-10-28,2020-03-05,,https://patents.google.com/patent/US20200074119A1/en,https://patentimages.storage.googleapis.com/37/d0/7b/3d13426db015ad/US20200074119A1-20200305-D00000.png
US-9589176-B1,Analyzing integral images with respect to HAAR features ,"Amazon Technologies, Inc.",Vaughn Todd Arnold,2014-09-30,2014-12-29,2017-03-07,2017-03-07,https://patents.google.com/patent/US9589176B1/en,https://patentimages.storage.googleapis.com/18/31/2e/4c2529230f0a79/US09589176-20170307-D00000.png
US-9374559-B1,Low-latency media sharing ,"Amazon Technologies, Inc.",Julien George Beguin,2014-12-23,2014-12-23,2016-06-21,2016-06-21,https://patents.google.com/patent/US9374559B1/en,https://patentimages.storage.googleapis.com/52/25/02/eb614da4ecb68c/US09374559-20160621-D00000.png
US-9525671-B1,Secure address resolution protocol ,"Amazon Technologies, Inc.",Timothy Craig Worsley,2013-01-17,2013-01-17,2016-12-20,2016-12-20,https://patents.google.com/patent/US9525671B1/en,https://patentimages.storage.googleapis.com/72/ea/28/21fe95400a8f22/US09525671-20161220-D00000.png
US-10140581-B1,Conditional random field model compression ,"Amazon Technologies, Inc.","Imre Attila Kiss, Wei Chen, Anjishnu Kumar",2014-12-22,2014-12-22,2018-11-27,2018-11-27,https://patents.google.com/patent/US10140581B1/en,https://patentimages.storage.googleapis.com/bc/ee/db/2b70417d69896c/US10140581-20181127-D00000.png
US-9699024-B2,Distribution of applications over a dispersed network ,"Amazon Technologies, Inc.","Ian M. Bone, Jun Zhou, Alexandre P. Moura, Eden Jn Baptiste, Xiaochuan Qin, Ethan Z. Evans, Richard D. Krog, Mario Vargas Adoc, Kerry Chang",2012-02-29,2014-12-22,2017-07-04,2017-07-04,https://patents.google.com/patent/US9699024B2/en,https://patentimages.storage.googleapis.com/b8/5f/78/5a1312623b828e/US09699024-20170704-D00000.png
US-10417345-B1,Providing customer service agents with customer-personalized result of spoken language intent ,"Amazon Technologies, Inc.","Ty Loren Carlson, Hsuan-Cheng Lai",2014-12-22,2014-12-22,2019-09-17,2019-09-17,https://patents.google.com/patent/US10417345B1/en,https://patentimages.storage.googleapis.com/eb/5b/3a/04e65ecc4da4d2/US10417345-20190917-D00000.png
US-9581804-B1,Liquid dispensing method for manufacturing an electrowetting device ,"Amazon Technologies, Inc.",Robin Leguijt,2014-12-19,2014-12-19,2017-02-28,2017-02-28,https://patents.google.com/patent/US9581804B1/en,https://patentimages.storage.googleapis.com/6b/6f/57/ffbb323788eadb/US09581804-20170228-D00000.png
US-10075435-B1,Device deregistration using forward-chaining encryption ,"Amazon Technologies, Inc.","Nicholas Ray Byrd, Andrew Jay Roths",2014-12-19,2014-12-19,2018-09-11,2018-09-11,https://patents.google.com/patent/US10075435B1/en,https://patentimages.storage.googleapis.com/4b/56/e9/7def2f740c4354/US10075435-20180911-D00000.png
US-9837852-B1,Harnessing front light in e-readers to generate electricity ,"Amazon Technologies, Inc.","Christopher Dwight Barnes, Mohammed Aftab Alam",2014-12-19,2014-12-19,2017-12-05,2017-12-05,https://patents.google.com/patent/US9837852B1/en,https://patentimages.storage.googleapis.com/a8/ea/a4/792d6bc6671530/US09837852-20171205-D00000.png
US-8881182-B1,Deferred API calls ,"Amazon Technologies, Inc.",Andrew James Jorgensen,2013-01-03,2013-01-03,2014-11-04,2014-11-04,https://patents.google.com/patent/US8881182B1/en,https://patentimages.storage.googleapis.com/01/c0/46/84a564e653a634/US08881182-20141104-D00000.png
US-9762195-B1,System for emitting directed audio signals ,"Amazon Technologies, Inc.",David Zhi-Jun Tao,2014-12-19,2014-12-19,2017-09-12,2017-09-12,https://patents.google.com/patent/US9762195B1/en,https://patentimages.storage.googleapis.com/17/c1/0c/d33870b2bd1281/US09762195-20170912-D00000.png
US-10101893-B1,Document feedback tracking ,"Amazon Technologies, Inc.","Ivo van Doorn, Floor Mesters",2014-12-18,2014-12-18,2018-10-16,2018-10-16,https://patents.google.com/patent/US10101893B1/en,https://patentimages.storage.googleapis.com/94/fc/05/10740704498599/US10101893-20181016-D00000.png
US-9838482-B1,Maintaining client/server session affinity through load balancers ,"Amazon Technologies, Inc.","Steven Alexander Hardy, Markus Petrus Giuseppe Sartor, Mark Swaanenburg, Isaac Alon Salpeter",2014-12-18,2014-12-18,2017-12-05,2017-12-05,https://patents.google.com/patent/US9838482B1/en,https://patentimages.storage.googleapis.com/2d/d6/25/537a9dbe48ad02/US09838482-20171205-D00000.png
US-10183424-B1,Expanded foam shipping container ,"Amazon Technologies, Inc.","Gregory Karl Lisso, Jon Stuart Battles, John Tan, Samuel Christopher Uhlman",2014-12-18,2014-12-18,2019-01-22,2019-01-22,https://patents.google.com/patent/US10183424B1/en,https://patentimages.storage.googleapis.com/a3/0f/6d/5f25a8d43b3a67/US10183424-20190122-D00000.png
US-9853921-B1,Secure account communication management ,"Amazon Technologies, Inc.","Avinash Chandra Saxena, Joseph Sirosh",2013-01-02,2013-01-02,2017-12-26,2017-12-26,https://patents.google.com/patent/US9853921B1/en,https://patentimages.storage.googleapis.com/1e/8a/de/1c851b87664119/US09853921-20171226-D00000.png
US-10521449-B1,Cross-region replication architecture ,"Amazon Technologies, Inc.","Benjamin Aldouby Schwartz, Khawaja Salman Shams, Usman Ahmed Shami, David Craig Yanacek, Khai Quang Tran",2014-12-17,2014-12-17,2019-12-31,2019-12-31,https://patents.google.com/patent/US10521449B1/en,https://patentimages.storage.googleapis.com/07/94/37/19df95e0d0a405/US10521449-20191231-D00000.png
US-9153869-B1,Harmonic suppressed dual feed antenna ,"Amazon Technologies, Inc.","Tzung-I Lee, In Chul Hyun, Cheol Su Kim",2012-12-18,2012-12-18,2015-10-06,2015-10-06,https://patents.google.com/patent/US9153869B1/en,https://patentimages.storage.googleapis.com/d0/1b/81/37ed1acc92fecf/US09153869-20151006-D00000.png
US-9817524-B1,Touch accuracy of an electronic device ,"Amazon Technologies, Inc.",James Edwin Christy,2012-12-12,2012-12-12,2017-11-14,2017-11-14,https://patents.google.com/patent/US9817524B1/en,https://patentimages.storage.googleapis.com/d7/76/40/7d0c2c37c51602/US09817524-20171114-D00000.png
US-8943247-B1,Media sink device input identification ,"Amazon Technologies, Inc.","Parag Kumar Garg, Kevin Thomas Weston, Jr.",2012-12-12,2012-12-12,2015-01-27,2015-01-27,https://patents.google.com/patent/US8943247B1/en,https://patentimages.storage.googleapis.com/69/1e/39/2db93488e8b91d/US08943247-20150127-D00000.png
US-10304175-B1,Optimizing material handling tasks ,"Amazon Technologies, Inc.","James Christopher Curlander, Robert Alexander Colburn, Ryan Scott Russell",2014-12-17,2014-12-17,2019-05-28,2019-05-28,https://patents.google.com/patent/US10304175B1/en,https://patentimages.storage.googleapis.com/58/b6/61/c1ba9e2a87d530/US10304175-20190528-D00000.png
US-9258223-B1,Packet routing in a network address translation network ,"Amazon Technologies, Inc.",Vinayak Padiyar,2012-12-11,2012-12-11,2016-02-09,2016-02-09,https://patents.google.com/patent/US9258223B1/en,https://patentimages.storage.googleapis.com/a5/64/df/82300fdcf581b1/US09258223-20160209-D00000.png
US-10298567-B1,System for providing multi-device access to complementary content ,"Amazon Technologies, Inc.","Yoong Han Chew, Peter Frank Hill, Kurt Kufeld, Sajeeva Lakmal Bandara Pallemulle, Arun Sundaram, Ameet Nirmal Vaswani",2014-12-16,2014-12-16,2019-05-21,2019-05-21,https://patents.google.com/patent/US10298567B1/en,https://patentimages.storage.googleapis.com/26/ef/37/9f624ff81fd3e5/US10298567-20190521-D00000.png
US-9832606-B1,Modifying user service environments ,"Amazon Technologies, Inc.","II Thomas Price Jones, Thomas Charles Stickle",2014-12-16,2014-12-16,2017-11-28,2017-11-28,https://patents.google.com/patent/US9832606B1/en,https://patentimages.storage.googleapis.com/bb/6d/c9/ce1c2b59a64875/US09832606-20171128-D00000.png
US-10216212-B1,Operating temperature-based mass storage device management ,"Amazon Technologies, Inc.",Felipe Enrique Ortega Gutierrez,2014-12-16,2014-12-16,2019-02-26,2019-02-26,https://patents.google.com/patent/US10216212B1/en,https://patentimages.storage.googleapis.com/eb/43/62/91443c1ca91551/US10216212-20190226-D00000.png
US-10769909-B1,Using sensor data to detect events ,"Amazon Technologies, Inc.","John Modestine, Elliott Lemberger, Ryan David Hruska, Micah Stone, Sang Min Park",2018-07-02,2019-07-01,2020-09-08,2020-09-08,https://patents.google.com/patent/US10769909B1/en,https://patentimages.storage.googleapis.com/66/c5/b5/20c8009d55e97f/US10769909-20200908-D00000.png
US-10298404-B1,Certificate echoing for session security ,"Amazon Technologies, Inc.","Bradley Jeffery Behm, Gregory Branchek Roth, Gregory Alan Rubin",2014-12-12,2014-12-12,2019-05-21,2019-05-21,https://patents.google.com/patent/US10298404B1/en,https://patentimages.storage.googleapis.com/5f/2b/cd/084e436fca9ded/US10298404-20190521-D00000.png
US-11169723-B2,Data storage system with metadata check-pointing ,"Amazon Technologies, Inc.","Norbert Paul Kusters, Jianhua Fan, Shuvabrata Ganguly, Danny Wei, Avram Israel Blaszka",2019-06-28,2019-06-28,2021-11-09,2021-11-09,https://patents.google.com/patent/US11169723B2/en,https://patentimages.storage.googleapis.com/3f/d5/85/2b4dfae88e7a63/US11169723-20211109-D00000.png
US-9113304-B1,Localization of device at rest ,"Amazon Technologies, Inc.","Sharadh Ramaswamy, K R Suveetha Kamatchi",2012-12-10,2012-12-10,2015-08-18,2015-08-18,https://patents.google.com/patent/US9113304B1/en,https://patentimages.storage.googleapis.com/db/78/eb/e8546b7e8cb4a2/US09113304-20150818-D00000.png
US-9372731-B1,Automated firmware settings framework ,"Amazon Technologies, Inc.","Michael David Marr, Anirudh Balachandra Aithal, Matthew David Klein",2012-12-06,2012-12-06,2016-06-21,2016-06-21,https://patents.google.com/patent/US9372731B1/en,https://patentimages.storage.googleapis.com/3f/3c/4c/4bffcde5ddcef8/US09372731-20160621-D00000.png
US-10949124-B2,Virtualized block storage servers in cloud provider substrate extension ,"Amazon Technologies, Inc.","Anthony Nicholas Liguori, Marc Stephen Olson",2019-06-28,2019-06-28,2021-03-16,2021-03-16,https://patents.google.com/patent/US10949124B2/en,https://patentimages.storage.googleapis.com/44/e3/82/16b08a55d4a1eb/US10949124-20210316-D00000.png
US-10963659-B1,Identifying item barcodes ,"Amazon Technologies, Inc.","Ejaz Ahmed, Oded Maron, Jeremy Samuel De Bonet, Daniel Ron, Sajjad Beygiharchegani",2019-06-27,2019-06-27,2021-03-30,2021-03-30,https://patents.google.com/patent/US10963659B1/en,https://patentimages.storage.googleapis.com/8c/9d/df/c272b4884f957e/US10963659-20210330-D00000.png
US-9973597-B1,Differential dictionary compression of network-accessible content ,"Amazon Technologies, Inc.",Jari Juhani Karppanen,2014-12-10,2014-12-10,2018-05-15,2018-05-15,https://patents.google.com/patent/US9973597B1/en,https://patentimages.storage.googleapis.com/d3/07/cc/ca3510be098b49/US09973597-20180515-D00000.png
US-9940396-B1,Mining potential user actions from a web page ,"Amazon Technologies, Inc.",Donald Ryan Willhoit,2014-12-10,2014-12-10,2018-04-10,2018-04-10,https://patents.google.com/patent/US9940396B1/en,https://patentimages.storage.googleapis.com/f5/42/f2/14300a36a3a95d/US09940396-20180410-D00000.png
US-10915437-B1,Framework for performing load testing and profiling of services ,"Amazon Technologies, Inc.","Carlos Arguelles, Priyanka Agha, Fernando Ciciliati, Tim Griffith",2019-06-26,2019-06-26,2021-02-09,2021-02-09,https://patents.google.com/patent/US10915437B1/en,https://patentimages.storage.googleapis.com/3c/a6/bb/69771f207a9744/US10915437-20210209-D00000.png
US-9959437-B1,Ordinary objects as network-enabled interfaces ,"Amazon Technologies, Inc.","Gonzalo Alberto Ramos, Charles Shearer Dorner, William R. Hazlewood, Wesley Scott Lauka",2014-12-08,2014-12-08,2018-05-01,2018-05-01,https://patents.google.com/patent/US9959437B1/en,https://patentimages.storage.googleapis.com/36/ec/ce/efc2a544fe3eb8/US09959437-20180501-D00000.png
US-9746943-B1,Stylus with configurable hardware settings ,"Amazon Technologies, Inc.","Robert Duane Rost, Erik Jacob Olsen",2014-12-08,2014-12-08,2017-08-29,2017-08-29,https://patents.google.com/patent/US9746943B1/en,https://patentimages.storage.googleapis.com/a9/09/33/a4219a3ef25490/US09746943-20170829-D00000.png
US-10374924-B1,Virtualized network device failure detection ,"Amazon Technologies, Inc.","Ryan Christopher HOLLAND, Thomas Charles Stickle",2014-12-05,2014-12-05,2019-08-06,2019-08-06,https://patents.google.com/patent/US10374924B1/en,https://patentimages.storage.googleapis.com/90/18/df/a815737d90d1d4/US10374924-20190806-D00000.png
US-9817566-B1,Approaches to managing device functionality ,"Amazon Technologies, Inc.","Jason Glenn Silvis, Shweta Dattatraya Grampurohit",2012-12-05,2012-12-05,2017-11-14,2017-11-14,https://patents.google.com/patent/US9817566B1/en,https://patentimages.storage.googleapis.com/86/8b/6d/0aec9da87e9493/US09817566-20171114-D00000.png
US-10410273-B1,Artificial intelligence based identification of item attributes associated with negative user sentiment ,"Amazon Technologies, Inc.","Adam James Finkelstein, David Akira Gingrich, David Michael Hurley, Stephen Brent Ivie, Siu Nam Wong, Siqi ZHAO",2014-12-05,2014-12-05,2019-09-10,2019-09-10,https://patents.google.com/patent/US10410273B1/en,https://patentimages.storage.googleapis.com/f9/7d/75/295795d185f9f7/US10410273-20190910-D00000.png
US-9939790-B1,Variable rate rack installation ,"Amazon Technologies, Inc.","Paul Andrew Churnock, Robert David Wilding, Faran Harold Kaplan",2014-12-04,2014-12-04,2018-04-10,2018-04-10,https://patents.google.com/patent/US9939790B1/en,https://patentimages.storage.googleapis.com/11/28/a0/7d3b50597ce558/US09939790-20180410-D00000.png
US-10902237-B1,Utilizing sensor data for automated user identification ,"Amazon Technologies, Inc.","Manoj Aggarwal, Jason Garfield, Korwin Jon Smith, Jordan Tyler Williams",2019-06-19,2019-06-19,2021-01-26,2021-01-26,https://patents.google.com/patent/US10902237B1/en,https://patentimages.storage.googleapis.com/05/1e/7e/cd273b33f77a15/US10902237-20210126-D00000.png
US-9494791-B1,Fluids for an electrowetting device ,"Amazon Technologies, Inc.","Lara Tauk, Romaric Mathieu Massard",2014-12-01,2014-12-01,2016-11-15,2016-11-15,https://patents.google.com/patent/US9494791B1/en,https://patentimages.storage.googleapis.com/ce/03/4f/973ab11ad5c83e/US09494791-20161115-D00000.png
US-10955472-B1,Yield-oriented design-for-test in power-switchable cores ,"Amazon Technologies, Inc.","Dan Trock, Valentin Bader, Shlomi Vilozny, Shimon Rahamim, Danny Sapoznikov, Yair Armoza, Itai Avron",2019-06-18,2019-06-18,2021-03-23,2021-03-23,https://patents.google.com/patent/US10955472B1/en,https://patentimages.storage.googleapis.com/4c/27/bb/68f49c52f305e6/US10955472-20210323-D00000.png
US-9542823-B1,Tag-based product monitoring and evaluation ,"Amazon Technologies, Inc.","Ryan Scott Russell, Wesley Scott Lauka, Thomas Matthew Ryle",2014-11-25,2014-11-25,2017-01-10,2017-01-10,https://patents.google.com/patent/US9542823B1/en,https://patentimages.storage.googleapis.com/d7/33/16/f75a1eb26fb7c5/US09542823-20170110-D00000.png
US-9196953-B1,Antenna with adjustable electrical path length ,"Amazon Technologies, Inc.","Namhoon Kim, Adrian Napoles",2014-11-24,2014-11-24,2015-11-24,2015-11-24,https://patents.google.com/patent/US9196953B1/en,https://patentimages.storage.googleapis.com/7f/73/b6/d8daef18b82c07/US09196953-20151124-D00000.png
US-9684630-B1,Provisioning of cryptographic modules ,"Amazon Technologies, Inc.","Michael David Marr, Nachiketh Rao Potlapally, Matthew David Klein",2012-12-05,2012-12-05,2017-06-20,2017-06-20,https://patents.google.com/patent/US9684630B1/en,https://patentimages.storage.googleapis.com/05/26/9f/03d3d91438e848/US09684630-20170620-D00000.png
US-10038741-B1,Selective enabling of sequencing for encapsulated network traffic ,"Amazon Technologies, Inc.",Alan Michael Judge,2014-11-24,2014-11-24,2018-07-31,2018-07-31,https://patents.google.com/patent/US10038741B1/en,https://patentimages.storage.googleapis.com/c6/c8/00/937ca9e66f55e3/US10038741-20180731-D00000.png
US-10817327-B2,Network-accessible volume creation and leasing ,"Amazon Technologies, Inc.","Rohit Vashishtha, Jerry Lin",2016-09-22,2019-06-10,2020-10-27,2020-10-27,https://patents.google.com/patent/US10817327B2/en,https://patentimages.storage.googleapis.com/f5/9e/54/c96d1fd2d0601b/US10817327-20201027-D00000.png
US-10686811-B1,Techniques for customer-derived training of intrusion management systems ,"Amazon Technologies, Inc.",Braxton Chase Ehle,2014-11-21,2014-11-21,2020-06-16,2020-06-16,https://patents.google.com/patent/US10686811B1/en,https://patentimages.storage.googleapis.com/84/d0/ca/f83debcdc0fa36/US10686811-20200616-D00000.png
US-9541125-B1,Joint locking mechanism ,"Amazon Technologies, Inc.","Juli A. Satoh, Christopher D. Coley, Navid Poulad, Colter E. Cederlof",2012-11-29,2012-11-29,2017-01-10,2017-01-10,https://patents.google.com/patent/US9541125B1/en,https://patentimages.storage.googleapis.com/72/89/3c/6a1f7bff167188/US09541125-20170110-D00000.png
US-10122828-B1,Geographic-aware virtual desktops ,"Amazon Technologies, Inc.",Varun Verma,2014-11-19,2014-11-19,2018-11-06,2018-11-06,https://patents.google.com/patent/US10122828B1/en,https://patentimages.storage.googleapis.com/ca/d7/df/2365ada2836c23/US10122828-20181106-D00000.png
US-2021099387-A1,Managing data throughput in a distributed endpoint network ,"Amazon Technologies, Inc.",Nalin Goel,2019-09-27,2019-09-27,2021-04-01,,https://patents.google.com/patent/US20210099387A1/en,https://patentimages.storage.googleapis.com/a7/90/22/c603c926ce32f3/US20210099387A1-20210401-D00000.png
US-10126820-B1,Open and closed hand detection ,"Amazon Technologies, Inc.","Samuel Henry Chang, Ning Yao, Sowmya Gopalan, Rahul Agrawal",2012-11-29,2012-11-29,2018-11-13,2018-11-13,https://patents.google.com/patent/US10126820B1/en,https://patentimages.storage.googleapis.com/2f/ba/bb/d214b76889d429/US10126820-20181113-D00000.png
US-2021097976-A1,Text-to-speech processing ,"Amazon Technologies, Inc.","Roberto Barra Chicote, Vatsal Aggarwal, Andrew Paul Breen, Javier Gonzalez Hernandez, Nishant Prateek",2019-09-27,2019-09-27,2021-04-01,,https://patents.google.com/patent/US20210097976A1/en,https://patentimages.storage.googleapis.com/0c/91/5e/7e1188cad95d61/US20210097976A1-20210401-D00000.png
US-2021099450-A1,Managing permissions to cloud-based resources with session-specific attributes ,"Amazon Technologies, Inc.","Rachit Jain, Sulay Shah, Conor Cahill, Praveen Akinapally, Ian LEUNG, Rohit Raj, Brigid Johnson",2019-09-27,2019-09-27,2021-04-01,,https://patents.google.com/patent/US20210099450A1/en,https://patentimages.storage.googleapis.com/77/95/e9/e30913e79ba5f9/US20210099450A1-20210401-D00000.png
US-2021097375-A1,Transposed convolution using systolic array ,"Amazon Technologies, Inc.","Jeffrey T. Huynh, Vignesh Vivekraja",2019-09-27,2019-09-27,2021-04-01,,https://patents.google.com/patent/US20210097375A1/en,https://patentimages.storage.googleapis.com/8e/d0/fa/7d3f11b4ed582a/US20210097375A1-20210401-D00000.png
US-10044662-B1,Email conversation linking ,"Amazon Technologies, Inc.","Floor Mesters, Ivo van Doorn",2014-11-18,2014-11-18,2018-08-07,2018-08-07,https://patents.google.com/patent/US10044662B1/en,https://patentimages.storage.googleapis.com/c9/ef/cf/a8dd9c34a81d62/US10044662-20180807-D00000.png
US-2021099339-A1,Template-based onboarding of internet-connectible devices ,"Amazon Technologies, Inc.","Bradley Jeffery Behm, Lomash Kumar, Jijo Raphael Jose",2019-09-26,2019-09-26,2021-04-01,,https://patents.google.com/patent/US20210099339A1/en,https://patentimages.storage.googleapis.com/58/bd/75/c3bbd53ebc91e1/US20210099339A1-20210401-D00000.png
US-10397343-B1,Distributed trace storage in a service-oriented system ,"Amazon Technologies, Inc.","Anton Vladilenovich Goldberg, Daniel Wade Hitchcock, Brandon William Porter",2014-11-17,2014-11-17,2019-08-27,2019-08-27,https://patents.google.com/patent/US10397343B1/en,https://patentimages.storage.googleapis.com/e9/01/52/8ebcdf612d7e44/US10397343-20190827-D00000.png
US-10841297-B2,Providing multi-factor authentication credentials via device notifications ,"Amazon Technologies, Inc.","Jesper Mikael Johansson, Darren Ernest Canavor, Daniel Wade Hitchcock, Bharath Kumar Bhimanaik",2013-12-16,2019-06-05,2020-11-17,2020-11-17,https://patents.google.com/patent/US10841297B2/en,https://patentimages.storage.googleapis.com/c9/01/e5/67d44b4c6b54d0/US10841297-20201117-D00000.png
US-9043880-B1,Directory service user exportation system ,"Amazon Technologies, Inc.",Ahmed Fuad Siddiqui,2012-11-27,2012-11-27,2015-05-26,2015-05-26,https://patents.google.com/patent/US9043880B1/en,https://patentimages.storage.googleapis.com/0d/d6/bd/87981733c308fd/US09043880-20150526-D00000.png
US-9231930-B1,Virtual endpoints for request authentication ,"Amazon Technologies, Inc.","Gregory Branchek Roth, Graeme David Baer, Eric Jason Brandwine",2012-11-20,2012-11-20,2016-01-05,2016-01-05,https://patents.google.com/patent/US9231930B1/en,https://patentimages.storage.googleapis.com/a9/30/b8/7f072299880a0f/US09231930-20160105-D00000.png
US-2021090572-A1,Multi-assistant natural language input processing ,"Amazon Technologies, Inc.","Munir Mahmood, Leopold Bushkin, Alexander Thomas Loeb, Michael Schwartz, Mohammed Arif, Rongzhou Shen, Vikram Kumar Gundeti, Shemyla Anwar, Yaser Khan, Edward Page Foyle, Bo Li",2019-09-24,2019-09-24,2021-03-25,,https://patents.google.com/patent/US20210090572A1/en,https://patentimages.storage.googleapis.com/04/f8/9b/7dba85d9124a35/US20210090572A1-20210325-D00000.png
US-2021090575-A1,Multi-assistant natural language input processing ,"Amazon Technologies, Inc.","Munir Mahmood, Leopold Bushkin, Alexander Thomas Loeb, Michael Schwartz, Mohammed Arif, Rongzhou Shen, Vikram Kumar Gundeti, Shemyla Anwar, Yaser Khan, Edward Page Foyle, Bo Li",2019-09-24,2019-09-24,2021-03-25,,https://patents.google.com/patent/US20210090575A1/en,https://patentimages.storage.googleapis.com/b5/78/80/932f835091987b/US20210090575A1-20210325-D00000.png
US-10176815-B1,System for acoustic communication ,"Amazon Technologies, Inc.","Krystian Jozef Chmiel, David George Butler, Richard William Mincher, Andrew David Price",2014-11-14,2014-11-14,2019-01-08,2019-01-08,https://patents.google.com/patent/US10176815B1/en,https://patentimages.storage.googleapis.com/03/ac/4e/1dcb439415f4ca/US10176815-20190108-D00000.png
US-10459709-B1,Automated deployment of applications ,"Amazon Technologies, Inc.","Andrew Thomas Troutman, Suryanarayanan Balasubramanian, Joshua William McFarlane",2014-11-10,2014-11-10,2019-10-29,2019-10-29,https://patents.google.com/patent/US10459709B1/en,https://patentimages.storage.googleapis.com/7b/46/f5/7cb670829318d7/US10459709-20191029-D00000.png
US-9910512-B1,Systems and methods for using cursor movement profiles ,"Amazon Technologies, Inc.","Shinjan Kumar Tiwary, Eric Peter Raeber, Singana Dayakar Reddy LNU, Stephen Allen Whitney, Richard Baker",2014-10-27,2014-11-10,2018-03-06,2018-03-06,https://patents.google.com/patent/US9910512B1/en,https://patentimages.storage.googleapis.com/64/1d/bd/9c685f4cfc12be/US09910512-20180306-D00000.png
US-9984139-B1,Publish session framework for datastore operation records ,"Amazon Technologies, Inc.","Lei Ye, Kenneth Victor Chamberlin",2014-11-10,2014-11-10,2018-05-29,2018-05-29,https://patents.google.com/patent/US9984139B1/en,https://patentimages.storage.googleapis.com/14/5d/9d/6eb18850699d64/US09984139-20180529-D00000.png
US-9307204-B1,Enhancement of media sink compatibility ,"Amazon Technologies, Inc.","Parag K. Garg, Quais Taraki, Kevin T. Weston, Jr.",2012-11-13,2012-11-13,2016-04-05,2016-04-05,https://patents.google.com/patent/US9307204B1/en,https://patentimages.storage.googleapis.com/66/a8/a6/6259a3de0e25f8/US09307204-20160405-D00000.png
US-9665249-B1,Approaches for controlling a computing device based on head movement ,"Amazon Technologies, Inc.","Yi Ding, Stephen Vincent Mangiat, Peter Cheng, Kenneth Mark Karakotsios, Steven Michael Sommer, Peter Andrew Schiller",2014-11-10,2014-11-10,2017-05-30,2017-05-30,https://patents.google.com/patent/US9665249B1/en,https://patentimages.storage.googleapis.com/35/e1/79/f5fe7e2a53c681/US09665249-20170530-D00000.png
